NO,DATE,TIME,FUNCTION,RANGE,SPEED,VALUE
2209,2021-07-26,21:58:18:904407,DC VOLTAGE,50V,MEDIUM,4.39127
2210,2021-07-26,21:58:23:915443,DC VOLTAGE,50V,MEDIUM,4.39152
2211,2021-07-26,21:58:28:922419,DC VOLTAGE,50V,MEDIUM,4.391269
2212,2021-07-26,21:58:33:940352,DC VOLTAGE,50V,MEDIUM,4.391469
2213,2021-07-26,21:58:38:950427,DC VOLTAGE,50V,MEDIUM,4.391371
2214,2021-07-26,21:58:43:964405,DC VOLTAGE,50V,MEDIUM,4.391435
2215,2021-07-26,21:58:48:980543,DC VOLTAGE,50V,MEDIUM,4.391615
2216,2021-07-26,21:58:53:993303,DC VOLTAGE,50V,MEDIUM,4.391686
2217,2021-07-26,21:58:59:007414,DC VOLTAGE,50V,MEDIUM,4.391741
2218,2021-07-26,21:59:04:010475,DC VOLTAGE,50V,MEDIUM,4.391807
2219,2021-07-26,21:59:09:018415,DC VOLTAGE,50V,MEDIUM,4.39174
2220,2021-07-26,21:59:14:034409,DC VOLTAGE,50V,MEDIUM,4.391797
2221,2021-07-26,21:59:19:044426,DC VOLTAGE,50V,MEDIUM,4.391751
2222,2021-07-26,21:59:24:048447,DC VOLTAGE,50V,MEDIUM,4.391971
2223,2021-07-26,21:59:29:063303,DC VOLTAGE,50V,MEDIUM,4.391949
2224,2021-07-26,21:59:34:071500,DC VOLTAGE,50V,MEDIUM,4.391899
2225,2021-07-26,21:59:39:086545,DC VOLTAGE,50V,MEDIUM,4.392083
2226,2021-07-26,21:59:44:096413,DC VOLTAGE,50V,MEDIUM,4.39207
2227,2021-07-26,21:59:49:114404,DC VOLTAGE,50V,MEDIUM,4.392134
2228,2021-07-26,21:59:54:126440,DC VOLTAGE,50V,MEDIUM,4.392065
2229,2021-07-26,21:59:59:129450,DC VOLTAGE,50V,MEDIUM,4.392332
2230,2021-07-26,22:00:04:144437,DC VOLTAGE,50V,MEDIUM,4.392137
2231,2021-07-26,22:00:09:156474,DC VOLTAGE,50V,MEDIUM,4.392316
2232,2021-07-26,22:00:14:161634,DC VOLTAGE,50V,MEDIUM,4.392259
2233,2021-07-26,22:00:19:172411,DC VOLTAGE,50V,MEDIUM,4.392461
2234,2021-07-26,22:00:24:188489,DC VOLTAGE,50V,MEDIUM,4.392787
2235,2021-07-26,22:00:29:191046,DC VOLTAGE,50V,MEDIUM,4.392582
2236,2021-07-26,22:00:34:202467,DC VOLTAGE,50V,MEDIUM,4.392648
2237,2021-07-26,22:00:39:218416,DC VOLTAGE,50V,MEDIUM,4.392439
2238,2021-07-26,22:00:44:227411,DC VOLTAGE,50V,MEDIUM,4.39252
2239,2021-07-26,22:00:49:239795,DC VOLTAGE,50V,MEDIUM,4.392541
2240,2021-07-26,22:00:54:258451,DC VOLTAGE,50V,MEDIUM,4.392766
2241,2021-07-26,22:00:59:264408,DC VOLTAGE,50V,MEDIUM,4.392921
2242,2021-07-26,22:01:04:268434,DC VOLTAGE,50V,MEDIUM,4.393038
2243,2021-07-26,22:01:09:285435,DC VOLTAGE,50V,MEDIUM,4.392922
2244,2021-07-26,22:01:14:302414,DC VOLTAGE,50V,MEDIUM,4.392893
2245,2021-07-26,22:01:19:311475,DC VOLTAGE,50V,MEDIUM,4.393113
2246,2021-07-26,22:01:24:315541,DC VOLTAGE,50V,MEDIUM,4.393056
2247,2021-07-26,22:01:29:326042,DC VOLTAGE,50V,MEDIUM,4.393374
2248,2021-07-26,22:01:34:342485,DC VOLTAGE,50V,MEDIUM,4.393204
2249,2021-07-26,22:01:39:348526,DC VOLTAGE,50V,MEDIUM,4.393323
2250,2021-07-26,22:01:44:356408,DC VOLTAGE,50V,MEDIUM,4.393229
2251,2021-07-26,22:01:49:374401,DC VOLTAGE,50V,MEDIUM,4.393456
2252,2021-07-26,22:01:54:384424,DC VOLTAGE,50V,MEDIUM,4.393546
2253,2021-07-26,22:01:59:397420,DC VOLTAGE,50V,MEDIUM,4.393216
2254,2021-07-26,22:02:04:411461,DC VOLTAGE,50V,MEDIUM,4.393302
2255,2021-07-26,22:02:09:416413,DC VOLTAGE,50V,MEDIUM,4.393571
2256,2021-07-26,22:02:14:425412,DC VOLTAGE,50V,MEDIUM,4.393495
2257,2021-07-26,22:02:19:443304,DC VOLTAGE,50V,MEDIUM,4.39376
2258,2021-07-26,22:02:24:453304,DC VOLTAGE,50V,MEDIUM,4.393584
2259,2021-07-26,22:02:29:464413,DC VOLTAGE,50V,MEDIUM,4.393749
2260,2021-07-26,22:02:34:476418,DC VOLTAGE,50V,MEDIUM,4.39372
2261,2021-07-26,22:02:39:492226,DC VOLTAGE,50V,MEDIUM,4.393661
2262,2021-07-26,22:02:44:501551,DC VOLTAGE,50V,MEDIUM,4.393911
2263,2021-07-26,22:02:49:508485,DC VOLTAGE,50V,MEDIUM,4.393945
2264,2021-07-26,22:02:54:511414,DC VOLTAGE,50V,MEDIUM,4.39387
2265,2021-07-26,22:02:59:521551,DC VOLTAGE,50V,MEDIUM,4.394098
2266,2021-07-26,22:03:04:534405,DC VOLTAGE,50V,MEDIUM,4.39401
2267,2021-07-26,22:03:09:546461,DC VOLTAGE,50V,MEDIUM,4.394168
2268,2021-07-26,22:03:14:561425,DC VOLTAGE,50V,MEDIUM,4.394138
2269,2021-07-26,22:03:19:568416,DC VOLTAGE,50V,MEDIUM,4.394127
2270,2021-07-26,22:03:24:574400,DC VOLTAGE,50V,MEDIUM,4.394343
2271,2021-07-26,22:03:29:585428,DC VOLTAGE,50V,MEDIUM,4.394378
2272,2021-07-26,22:03:34:597797,DC VOLTAGE,50V,MEDIUM,4.394405
2273,2021-07-26,22:03:39:611656,DC VOLTAGE,50V,MEDIUM,4.39429
2274,2021-07-26,22:03:44:627179,DC VOLTAGE,50V,MEDIUM,4.39437
2275,2021-07-26,22:03:49:634428,DC VOLTAGE,50V,MEDIUM,4.394593
2276,2021-07-26,22:03:54:648555,DC VOLTAGE,50V,MEDIUM,4.394493
2277,2021-07-26,22:03:59:652417,DC VOLTAGE,50V,MEDIUM,4.394706
2278,2021-07-26,22:04:04:662278,DC VOLTAGE,50V,MEDIUM,4.394491
2279,2021-07-26,22:04:09:665524,DC VOLTAGE,50V,MEDIUM,4.394711
2280,2021-07-26,22:04:14:678517,DC VOLTAGE,50V,MEDIUM,4.394902
2281,2021-07-26,22:04:19:688522,DC VOLTAGE,50V,MEDIUM,4.394917
2282,2021-07-26,22:04:24:700634,DC VOLTAGE,50V,MEDIUM,4.39489
2283,2021-07-26,22:04:29:707416,DC VOLTAGE,50V,MEDIUM,4.395002
2284,2021-07-26,22:04:34:720475,DC VOLTAGE,50V,MEDIUM,4.395005
2285,2021-07-26,22:04:39:729443,DC VOLTAGE,50V,MEDIUM,4.394929
2286,2021-07-26,22:04:44:746524,DC VOLTAGE,50V,MEDIUM,4.395027
2287,2021-07-26,22:04:49:753321,DC VOLTAGE,50V,MEDIUM,4.395278
2288,2021-07-26,22:04:54:766452,DC VOLTAGE,50V,MEDIUM,4.395142
2289,2021-07-26,22:04:59:772414,DC VOLTAGE,50V,MEDIUM,4.395099
2290,2021-07-26,22:05:04:789563,DC VOLTAGE,50V,MEDIUM,4.395305
2291,2021-07-26,22:05:09:797477,DC VOLTAGE,50V,MEDIUM,4.395442
2292,2021-07-26,22:05:14:800416,DC VOLTAGE,50V,MEDIUM,4.395535
2293,2021-07-26,22:05:19:806198,DC VOLTAGE,50V,MEDIUM,4.395541
2294,2021-07-26,22:05:24:811769,DC VOLTAGE,50V,MEDIUM,4.395704
2295,2021-07-26,22:05:29:827451,DC VOLTAGE,50V,MEDIUM,4.395594
2296,2021-07-26,22:05:34:833303,DC VOLTAGE,50V,MEDIUM,4.395564
2297,2021-07-26,22:05:39:845480,DC VOLTAGE,50V,MEDIUM,4.39569
2298,2021-07-26,22:05:44:858541,DC VOLTAGE,50V,MEDIUM,4.395644
2299,2021-07-26,22:05:49:865413,DC VOLTAGE,50V,MEDIUM,4.39571
2300,2021-07-26,22:05:54:881511,DC VOLTAGE,50V,MEDIUM,4.395791
2301,2021-07-26,22:05:59:883837,DC VOLTAGE,50V,MEDIUM,4.395866
2302,2021-07-26,22:06:04:898413,DC VOLTAGE,50V,MEDIUM,4.395906
2303,2021-07-26,22:06:09:913303,DC VOLTAGE,50V,MEDIUM,4.395865
2304,2021-07-26,22:06:14:922359,DC VOLTAGE,50V,MEDIUM,4.396033
2305,2021-07-26,22:06:19:938550,DC VOLTAGE,50V,MEDIUM,4.396082
2306,2021-07-26,22:06:24:953302,DC VOLTAGE,50V,MEDIUM,4.396054
2307,2021-07-26,22:06:29:959415,DC VOLTAGE,50V,MEDIUM,4.396129
2308,2021-07-26,22:06:34:968555,DC VOLTAGE,50V,MEDIUM,4.396269
2309,2021-07-26,22:06:39:974427,DC VOLTAGE,50V,MEDIUM,4.396421
2310,2021-07-26,22:06:44:982412,DC VOLTAGE,50V,MEDIUM,4.396237
2311,2021-07-26,22:06:49:994482,DC VOLTAGE,50V,MEDIUM,4.396372
2312,2021-07-26,22:06:54:999468,DC VOLTAGE,50V,MEDIUM,4.39637
2313,2021-07-26,22:07:00:012457,DC VOLTAGE,50V,MEDIUM,4.396446
2314,2021-07-26,22:07:05:019424,DC VOLTAGE,50V,MEDIUM,4.396567
2315,2021-07-26,22:07:10:030439,DC VOLTAGE,50V,MEDIUM,4.396692
2316,2021-07-26,22:07:15:041416,DC VOLTAGE,50V,MEDIUM,4.396834
2317,2021-07-26,22:07:20:044433,DC VOLTAGE,50V,MEDIUM,4.39677
2318,2021-07-26,22:07:25:054405,DC VOLTAGE,50V,MEDIUM,4.396626
2319,2021-07-26,22:07:30:061407,DC VOLTAGE,50V,MEDIUM,4.396941
2320,2021-07-26,22:07:35:067451,DC VOLTAGE,50V,MEDIUM,4.396828
2321,2021-07-26,22:07:40:076513,DC VOLTAGE,50V,MEDIUM,4.396769
2322,2021-07-26,22:07:45:082419,DC VOLTAGE,50V,MEDIUM,4.397006
2323,2021-07-26,22:07:50:095523,DC VOLTAGE,50V,MEDIUM,4.397059
2324,2021-07-26,22:07:55:098411,DC VOLTAGE,50V,MEDIUM,4.397082
2325,2021-07-26,22:08:00:107415,DC VOLTAGE,50V,MEDIUM,4.397158
2326,2021-07-26,22:08:05:112465,DC VOLTAGE,50V,MEDIUM,4.397404
2327,2021-07-26,22:08:10:118412,DC VOLTAGE,50V,MEDIUM,4.397521
2328,2021-07-26,22:08:15:133321,DC VOLTAGE,50V,MEDIUM,4.39735
2329,2021-07-26,22:08:20:148414,DC VOLTAGE,50V,MEDIUM,4.397264
2330,2021-07-26,22:08:25:164405,DC VOLTAGE,50V,MEDIUM,4.397461
2331,2021-07-26,22:08:30:178609,DC VOLTAGE,50V,MEDIUM,4.397444
2332,2021-07-26,22:08:35:187402,DC VOLTAGE,50V,MEDIUM,4.397505
2333,2021-07-26,22:08:40:200446,DC VOLTAGE,50V,MEDIUM,4.397646
2334,2021-07-26,22:08:45:208642,DC VOLTAGE,50V,MEDIUM,4.397719
2335,2021-07-26,22:08:50:214433,DC VOLTAGE,50V,MEDIUM,4.397609
2336,2021-07-26,22:08:55:230426,DC VOLTAGE,50V,MEDIUM,4.397885
2337,2021-07-26,22:09:00:236417,DC VOLTAGE,50V,MEDIUM,4.39784
2338,2021-07-26,22:09:05:250418,DC VOLTAGE,50V,MEDIUM,4.397588
2339,2021-07-26,22:09:10:255413,DC VOLTAGE,50V,MEDIUM,4.397901
2340,2021-07-26,22:09:15:266809,DC VOLTAGE,50V,MEDIUM,4.398071
2341,2021-07-26,22:09:20:281447,DC VOLTAGE,50V,MEDIUM,4.397954
2342,2021-07-26,22:09:25:286460,DC VOLTAGE,50V,MEDIUM,4.398225
2343,2021-07-26,22:09:30:296532,DC VOLTAGE,50V,MEDIUM,4.398184
2344,2021-07-26,22:09:35:304450,DC VOLTAGE,50V,MEDIUM,4.398385
2345,2021-07-26,22:09:40:313384,DC VOLTAGE,50V,MEDIUM,4.398363
2346,2021-07-26,22:09:45:321418,DC VOLTAGE,50V,MEDIUM,4.398296
2347,2021-07-26,22:09:50:332463,DC VOLTAGE,50V,MEDIUM,4.398313
2348,2021-07-26,22:09:55:347445,DC VOLTAGE,50V,MEDIUM,4.398257
2349,2021-07-26,22:10:00:351470,DC VOLTAGE,50V,MEDIUM,4.398401
2350,2021-07-26,22:10:05:357414,DC VOLTAGE,50V,MEDIUM,4.398647
2351,2021-07-26,22:10:10:369417,DC VOLTAGE,50V,MEDIUM,4.398623
2352,2021-07-26,22:10:15:380415,DC VOLTAGE,50V,MEDIUM,4.39874
2353,2021-07-26,22:10:20:383304,DC VOLTAGE,50V,MEDIUM,4.398816
2354,2021-07-26,22:10:25:400472,DC VOLTAGE,50V,MEDIUM,4.398817
2355,2021-07-26,22:10:30:415411,DC VOLTAGE,50V,MEDIUM,4.398767
2356,2021-07-26,22:10:35:430639,DC VOLTAGE,50V,MEDIUM,4.398919
2357,2021-07-26,22:10:40:442430,DC VOLTAGE,50V,MEDIUM,4.3991
2358,2021-07-26,22:10:45:450522,DC VOLTAGE,50V,MEDIUM,4.399036
2359,2021-07-26,22:10:50:467413,DC VOLTAGE,50V,MEDIUM,4.399096
2360,2021-07-26,22:10:55:471445,DC VOLTAGE,50V,MEDIUM,4.39926
2361,2021-07-26,22:11:00:490453,DC VOLTAGE,50V,MEDIUM,4.399169
2362,2021-07-26,22:11:05:506418,DC VOLTAGE,50V,MEDIUM,4.399287
2363,2021-07-26,22:11:10:510451,DC VOLTAGE,50V,MEDIUM,4.399134
2364,2021-07-26,22:11:15:518437,DC VOLTAGE,50V,MEDIUM,4.399204
2365,2021-07-26,22:11:20:531760,DC VOLTAGE,50V,MEDIUM,4.399381
2366,2021-07-26,22:11:25:542456,DC VOLTAGE,50V,MEDIUM,4.399406
2367,2021-07-26,22:11:30:547448,DC VOLTAGE,50V,MEDIUM,4.39959
2368,2021-07-26,22:11:35:552411,DC VOLTAGE,50V,MEDIUM,4.399361
2369,2021-07-26,22:11:40:570033,DC VOLTAGE,50V,MEDIUM,4.399564
2370,2021-07-26,22:11:45:584400,DC VOLTAGE,50V,MEDIUM,4.39979
2371,2021-07-26,22:11:50:591421,DC VOLTAGE,50V,MEDIUM,4.399655
2372,2021-07-26,22:11:55:594432,DC VOLTAGE,50V,MEDIUM,4.399906
2373,2021-07-26,22:12:00:607509,DC VOLTAGE,50V,MEDIUM,4.399831
2374,2021-07-26,22:12:05:616550,DC VOLTAGE,50V,MEDIUM,4.399941
2375,2021-07-26,22:12:10:634406,DC VOLTAGE,50V,MEDIUM,4.399957
2376,2021-07-26,22:12:15:647557,DC VOLTAGE,50V,MEDIUM,4.399951
2377,2021-07-26,22:12:20:655057,DC VOLTAGE,50V,MEDIUM,4.40029
2378,2021-07-26,22:12:25:670454,DC VOLTAGE,50V,MEDIUM,4.400227
2379,2021-07-26,22:12:30:682441,DC VOLTAGE,50V,MEDIUM,4.400181
2380,2021-07-26,22:12:35:693300,DC VOLTAGE,50V,MEDIUM,4.400243
2381,2021-07-26,22:12:40:696414,DC VOLTAGE,50V,MEDIUM,4.400483
2382,2021-07-26,22:12:45:707418,DC VOLTAGE,50V,MEDIUM,4.400189
2383,2021-07-26,22:12:50:723302,DC VOLTAGE,50V,MEDIUM,4.400449
2384,2021-07-26,22:12:55:740741,DC VOLTAGE,50V,MEDIUM,4.400403
2385,2021-07-26,22:13:00:757133,DC VOLTAGE,50V,MEDIUM,4.400628
2386,2021-07-26,22:13:05:765415,DC VOLTAGE,50V,MEDIUM,4.400426
2387,2021-07-26,22:13:10:774418,DC VOLTAGE,50V,MEDIUM,4.400575
2388,2021-07-26,22:13:15:779450,DC VOLTAGE,50V,MEDIUM,4.400786
2389,2021-07-26,22:13:20:783327,DC VOLTAGE,50V,MEDIUM,4.400788
2390,2021-07-26,22:13:25:791434,DC VOLTAGE,50V,MEDIUM,4.400858
2391,2021-07-26,22:13:30:798537,DC VOLTAGE,50V,MEDIUM,4.400886
2392,2021-07-26,22:13:35:813305,DC VOLTAGE,50V,MEDIUM,4.401045
2393,2021-07-26,22:13:40:816432,DC VOLTAGE,50V,MEDIUM,4.401106
2394,2021-07-26,22:13:45:828584,DC VOLTAGE,50V,MEDIUM,4.401389
2395,2021-07-26,22:13:50:834405,DC VOLTAGE,50V,MEDIUM,4.40121
2396,2021-07-26,22:13:55:844443,DC VOLTAGE,50V,MEDIUM,4.40119
2397,2021-07-26,22:14:00:849443,DC VOLTAGE,50V,MEDIUM,4.40138
2398,2021-07-26,22:14:05:861543,DC VOLTAGE,50V,MEDIUM,4.401471
2399,2021-07-26,22:14:10:867435,DC VOLTAGE,50V,MEDIUM,4.401489
2400,2021-07-26,22:14:15:883301,DC VOLTAGE,50V,MEDIUM,4.40134
2401,2021-07-26,22:14:20:900510,DC VOLTAGE,50V,MEDIUM,4.401633
2402,2021-07-26,22:14:25:905429,DC VOLTAGE,50V,MEDIUM,4.401619
2403,2021-07-26,22:14:30:912443,DC VOLTAGE,50V,MEDIUM,4.401697
2404,2021-07-26,22:14:35:926414,DC VOLTAGE,50V,MEDIUM,4.401545
2405,2021-07-26,22:14:40:934682,DC VOLTAGE,50V,MEDIUM,4.401802
2406,2021-07-26,22:14:45:943152,DC VOLTAGE,50V,MEDIUM,4.402069
2407,2021-07-26,22:14:50:954405,DC VOLTAGE,50V,MEDIUM,4.401936
2408,2021-07-26,22:14:55:962455,DC VOLTAGE,50V,MEDIUM,4.402141
2409,2021-07-26,22:15:00:979467,DC VOLTAGE,50V,MEDIUM,4.402031
2410,2021-07-26,22:15:05:991466,DC VOLTAGE,50V,MEDIUM,4.402018
2411,2021-07-26,22:15:11:006409,DC VOLTAGE,50V,MEDIUM,4.402173
2412,2021-07-26,22:15:16:022418,DC VOLTAGE,50V,MEDIUM,4.402207
2413,2021-07-26,22:15:21:025445,DC VOLTAGE,50V,MEDIUM,4.402239
2414,2021-07-26,22:15:26:038546,DC VOLTAGE,50V,MEDIUM,4.402176
2415,2021-07-26,22:15:31:051435,DC VOLTAGE,50V,MEDIUM,4.402331
2416,2021-07-26,22:15:36:064421,DC VOLTAGE,50V,MEDIUM,4.402553
2417,2021-07-26,22:15:41:080573,DC VOLTAGE,50V,MEDIUM,4.402695
2418,2021-07-26,22:15:46:089791,DC VOLTAGE,50V,MEDIUM,4.402471
2419,2021-07-26,22:15:51:094440,DC VOLTAGE,50V,MEDIUM,4.402578
2420,2021-07-26,22:15:56:099078,DC VOLTAGE,50V,MEDIUM,4.402954
2421,2021-07-26,22:16:01:104523,DC VOLTAGE,50V,MEDIUM,4.402697
2422,2021-07-26,22:16:06:111471,DC VOLTAGE,50V,MEDIUM,4.402933
2423,2021-07-26,22:16:11:114422,DC VOLTAGE,50V,MEDIUM,4.402977
2424,2021-07-26,22:16:16:125527,DC VOLTAGE,50V,MEDIUM,4.40323
2425,2021-07-26,22:16:21:142829,DC VOLTAGE,50V,MEDIUM,4.402982
2426,2021-07-26,22:16:26:157616,DC VOLTAGE,50V,MEDIUM,4.403154
2427,2021-07-26,22:16:31:174133,DC VOLTAGE,50V,MEDIUM,4.403161
2428,2021-07-26,22:16:36:189991,DC VOLTAGE,50V,MEDIUM,4.403252
2429,2021-07-26,22:16:41:196898,DC VOLTAGE,50V,MEDIUM,4.403368
2430,2021-07-26,22:16:46:210442,DC VOLTAGE,50V,MEDIUM,4.403385
2431,2021-07-26,22:16:51:218596,DC VOLTAGE,50V,MEDIUM,4.403484
2432,2021-07-26,22:16:56:223301,DC VOLTAGE,50V,MEDIUM,4.403691
2433,2021-07-26,22:17:01:235411,DC VOLTAGE,50V,MEDIUM,4.403646
2434,2021-07-26,22:17:06:238529,DC VOLTAGE,50V,MEDIUM,4.403741
2435,2021-07-26,22:17:11:252422,DC VOLTAGE,50V,MEDIUM,4.403919
2436,2021-07-26,22:17:16:257431,DC VOLTAGE,50V,MEDIUM,4.404082
2437,2021-07-26,22:17:21:268410,DC VOLTAGE,50V,MEDIUM,4.404057
2438,2021-07-26,22:17:26:283300,DC VOLTAGE,50V,MEDIUM,4.403902
2439,2021-07-26,22:17:31:299427,DC VOLTAGE,50V,MEDIUM,4.403918
2440,2021-07-26,22:17:36:306227,DC VOLTAGE,50V,MEDIUM,4.4041
2441,2021-07-26,22:17:41:324416,DC VOLTAGE,50V,MEDIUM,4.40417
2442,2021-07-26,22:17:46:330413,DC VOLTAGE,50V,MEDIUM,4.404233
2443,2021-07-26,22:17:51:341416,DC VOLTAGE,50V,MEDIUM,4.404298
2444,2021-07-26,22:17:56:351433,DC VOLTAGE,50V,MEDIUM,4.40438
2445,2021-07-26,22:18:01:367454,DC VOLTAGE,50V,MEDIUM,4.404422
2446,2021-07-26,22:18:06:370415,DC VOLTAGE,50V,MEDIUM,4.404694
2447,2021-07-26,22:18:11:387506,DC VOLTAGE,50V,MEDIUM,4.404703
2448,2021-07-26,22:18:16:403329,DC VOLTAGE,50V,MEDIUM,4.404588
2449,2021-07-26,22:18:21:412414,DC VOLTAGE,50V,MEDIUM,4.405122
2450,2021-07-26,22:18:26:420545,DC VOLTAGE,50V,MEDIUM,4.404675
2451,2021-07-26,22:18:31:424410,DC VOLTAGE,50V,MEDIUM,4.404803
2452,2021-07-26,22:18:36:435415,DC VOLTAGE,50V,MEDIUM,4.405078
2453,2021-07-26,22:18:41:443306,DC VOLTAGE,50V,MEDIUM,4.405027
2454,2021-07-26,22:18:46:447008,DC VOLTAGE,50V,MEDIUM,4.405118
2455,2021-07-26,22:18:51:455499,DC VOLTAGE,50V,MEDIUM,4.405167
2456,2021-07-26,22:18:56:462467,DC VOLTAGE,50V,MEDIUM,4.405274
2457,2021-07-26,22:19:01:476467,DC VOLTAGE,50V,MEDIUM,4.405234
2458,2021-07-26,22:19:06:494434,DC VOLTAGE,50V,MEDIUM,4.405437
2459,2021-07-26,22:19:11:511421,DC VOLTAGE,50V,MEDIUM,4.405274
2460,2021-07-26,22:19:16:520252,DC VOLTAGE,50V,MEDIUM,4.405455
2461,2021-07-26,22:19:21:524488,DC VOLTAGE,50V,MEDIUM,4.40558
2462,2021-07-26,22:19:26:539415,DC VOLTAGE,50V,MEDIUM,4.405686
2463,2021-07-26,22:19:31:546501,DC VOLTAGE,50V,MEDIUM,4.405731
2464,2021-07-26,22:19:36:557502,DC VOLTAGE,50V,MEDIUM,4.405697
2465,2021-07-26,22:19:41:572416,DC VOLTAGE,50V,MEDIUM,4.406038
2466,2021-07-26,22:19:46:587545,DC VOLTAGE,50V,MEDIUM,4.405888
2467,2021-07-26,22:19:51:598414,DC VOLTAGE,50V,MEDIUM,4.405989
2468,2021-07-26,22:19:56:614411,DC VOLTAGE,50V,MEDIUM,4.406056
2469,2021-07-26,22:20:01:629415,DC VOLTAGE,50V,MEDIUM,4.406117
2470,2021-07-26,22:20:06:637430,DC VOLTAGE,50V,MEDIUM,4.406195
2471,2021-07-26,22:20:11:654404,DC VOLTAGE,50V,MEDIUM,4.406332
2472,2021-07-26,22:20:16:662835,DC VOLTAGE,50V,MEDIUM,4.406477
2473,2021-07-26,22:20:21:673303,DC VOLTAGE,50V,MEDIUM,4.406399
2474,2021-07-26,22:20:26:684422,DC VOLTAGE,50V,MEDIUM,4.406554
2475,2021-07-26,22:20:31:693302,DC VOLTAGE,50V,MEDIUM,4.406682
2476,2021-07-26,22:20:36:695412,DC VOLTAGE,50V,MEDIUM,4.406662
2477,2021-07-26,22:20:41:700471,DC VOLTAGE,50V,MEDIUM,4.406729
2478,2021-07-26,22:20:46:718418,DC VOLTAGE,50V,MEDIUM,4.406806
2479,2021-07-26,22:20:51:732464,DC VOLTAGE,50V,MEDIUM,4.40683
2480,2021-07-26,22:20:56:746414,DC VOLTAGE,50V,MEDIUM,4.40689
2481,2021-07-26,22:21:01:763307,DC VOLTAGE,50V,MEDIUM,4.406843
2482,2021-07-26,22:21:06:779537,DC VOLTAGE,50V,MEDIUM,4.406983
2483,2021-07-26,22:21:11:786469,DC VOLTAGE,50V,MEDIUM,4.407247
2484,2021-07-26,22:21:16:789894,DC VOLTAGE,50V,MEDIUM,4.407293
2485,2021-07-26,22:21:21:794934,DC VOLTAGE,50V,MEDIUM,4.407425
2486,2021-07-26,22:21:26:798422,DC VOLTAGE,50V,MEDIUM,4.40748
2487,2021-07-26,22:21:31:816549,DC VOLTAGE,50V,MEDIUM,4.407485
2488,2021-07-26,22:21:36:826480,DC VOLTAGE,50V,MEDIUM,4.407524
2489,2021-07-26,22:21:41:834424,DC VOLTAGE,50V,MEDIUM,4.407501
2490,2021-07-26,22:21:46:850385,DC VOLTAGE,50V,MEDIUM,4.407677
2491,2021-07-26,22:21:51:855662,DC VOLTAGE,50V,MEDIUM,4.407793
2492,2021-07-26,22:21:56:864403,DC VOLTAGE,50V,MEDIUM,4.407682
2493,2021-07-26,22:22:01:881416,DC VOLTAGE,50V,MEDIUM,4.407876
2494,2021-07-26,22:22:06:886565,DC VOLTAGE,50V,MEDIUM,4.40806
2495,2021-07-26,22:22:11:894404,DC VOLTAGE,50V,MEDIUM,4.408103
2496,2021-07-26,22:22:16:908513,DC VOLTAGE,50V,MEDIUM,4.408029
2497,2021-07-26,22:22:21:916445,DC VOLTAGE,50V,MEDIUM,4.408278
2498,2021-07-26,22:22:26:930569,DC VOLTAGE,50V,MEDIUM,4.408252
2499,2021-07-26,22:22:31:940467,DC VOLTAGE,50V,MEDIUM,4.408464
2500,2021-07-26,22:22:36:949475,DC VOLTAGE,50V,MEDIUM,4.408597
2501,2021-07-26,22:22:41:966416,DC VOLTAGE,50V,MEDIUM,4.408398
2502,2021-07-26,22:22:46:984402,DC VOLTAGE,50V,MEDIUM,4.408453
2503,2021-07-26,22:22:51:996525,DC VOLTAGE,50V,MEDIUM,4.408501
2504,2021-07-26,22:22:57:001566,DC VOLTAGE,50V,MEDIUM,4.408704
2505,2021-07-26,22:23:02:016415,DC VOLTAGE,50V,MEDIUM,4.408763
2506,2021-07-26,22:23:07:022420,DC VOLTAGE,50V,MEDIUM,4.408896
2507,2021-07-26,22:23:12:038438,DC VOLTAGE,50V,MEDIUM,4.409009
2508,2021-07-26,22:23:17:046814,DC VOLTAGE,50V,MEDIUM,4.409081
2509,2021-07-26,22:23:22:053335,DC VOLTAGE,50V,MEDIUM,4.409035
2510,2021-07-26,22:23:27:058733,DC VOLTAGE,50V,MEDIUM,4.40892
2511,2021-07-26,22:23:32:077414,DC VOLTAGE,50V,MEDIUM,4.409264
2512,2021-07-26,22:23:37:092446,DC VOLTAGE,50V,MEDIUM,4.409274
2513,2021-07-26,22:23:42:105526,DC VOLTAGE,50V,MEDIUM,4.409115
2514,2021-07-26,22:23:47:116407,DC VOLTAGE,50V,MEDIUM,4.409486
2515,2021-07-26,22:23:52:125411,DC VOLTAGE,50V,MEDIUM,4.409437
2516,2021-07-26,22:23:57:141519,DC VOLTAGE,50V,MEDIUM,4.409582
2517,2021-07-26,22:24:02:149860,DC VOLTAGE,50V,MEDIUM,4.409705
2518,2021-07-26,22:24:07:161414,DC VOLTAGE,50V,MEDIUM,4.409936
2519,2021-07-26,22:24:12:173301,DC VOLTAGE,50V,MEDIUM,4.409719
2520,2021-07-26,22:24:17:179138,DC VOLTAGE,50V,MEDIUM,4.409897
2521,2021-07-26,22:24:22:188474,DC VOLTAGE,50V,MEDIUM,4.40988
2522,2021-07-26,22:24:27:206407,DC VOLTAGE,50V,MEDIUM,4.409875
2523,2021-07-26,22:24:32:211972,DC VOLTAGE,50V,MEDIUM,4.410243
2524,2021-07-26,22:24:37:223304,DC VOLTAGE,50V,MEDIUM,4.410195
2525,2021-07-26,22:24:42:236409,DC VOLTAGE,50V,MEDIUM,4.410194
